"","Date","Afghanistan_cases","Albania_cases","Algeria_cases","Andorra_cases","Angola_cases","AntiguaandBarbuda_cases","Argentina_cases","Armenia_cases","Australia_cases","Austria_cases","Azerbaijan_cases","Bahamas_cases","Bahrain_cases","Bangladesh_cases","Barbados_cases","Belarus_cases","Belgium_cases","Belize_cases","Benin_cases","Bhutan_cases","Bolivia_cases","BosniaandHerzegovina_cases","Brazil_cases","Brunei_cases","Bulgaria_cases","BurkinaFaso_cases","Burma_cases","Cambodia_cases","Cameroon_cases","Canada_cases","CapeVerde_cases","CentralAfricanRepublic_cases","Chad_cases","Chile_cases","China_cases","Colombia_cases","Congo_cases","CostaRica_cases","CotedIvoire_cases","Croatia_cases","Cuba_cases","Cyprus_cases","Czechia_cases","DemocraticRepublicoftheCongo_cases","Denmark_cases","DiamondPrincess_cases","Djibouti_cases","Dominica_cases","DominicanRepublic_cases","Ecuador_cases","Egypt_cases","ElSalvador_cases","EquatorialGuinea_cases","Eritrea_cases","Estonia_cases","Eswatini_cases","Ethiopia_cases","Fiji_cases","Finland_cases","France_cases","Gabon_cases","Gambia_cases","Georgia_cases","Germany_cases","Ghana_cases","Greece_cases","Grenada_cases","Guatemala_cases","Guinea_cases","GuineaBissau_cases","Guyana_cases","Haiti_cases","HolySee_cases","Honduras_cases","HongKong_cases","Hungary_cases","Iceland_cases","India_cases","Indonesia_cases","Iran_cases","Iraq_cases","Ireland_cases","Israel_cases","Italy_cases","Jamaica_cases","Japan_cases","Jordan_cases","Kazakhstan_cases","Kenya_cases","Kosovo_cases","Kuwait_cases","Kyrgyzstan_cases","Laos_cases","Latvia_cases","Lebanon_cases","Liberia_cases","Libya_cases","Liechtenstein_cases","Lithuania_cases","Luxembourg_cases","Macao_cases","Madagascar_cases","Malaysia_cases","Maldives_cases","Mali_cases","Malta_cases","Mauritania_cases","Mauritius_cases","Mexico_cases","Moldova_cases","Monaco_cases","Mongolia_cases","Montenegro_cases","Morocco_cases","Mozambique_cases","Namibia_cases","Nepal_cases","Netherlands_cases","NewZealand_cases","Nicaragua_cases","Niger_cases","Nigeria_cases","NorthMacedonia_cases","Norway_cases","Oman_cases","Pakistan_cases","Panama_cases","PapuaNewGuinea_cases","Paraguay_cases","Peru_cases","Philippines_cases","Poland_cases","Portugal_cases","Qatar_cases","RepublicofKorea_cases","Romania_cases","Russia_cases","Rwanda_cases","SaintKittsandNevis_cases","SaintLucia_cases","SaintVincentandtheGrenadines_cases","SanMarino_cases","SaudiArabia_cases","Senegal_cases","Serbia_cases","Seychelles_cases","Singapore_cases","Slovakia_cases","Slovenia_cases","Somalia_cases","SouthAfrica_cases","Spain_cases","SriLanka_cases","Sudan_cases","Suriname_cases","Sweden_cases","Switzerland_cases","Syria_cases","Taiwan_cases","Tanzania_cases","Thailand_cases","TimorLeste_cases","Togo_cases","TrinidadandTobago_cases","Tunisia_cases","Turkey_cases","Uganda_cases","Ukraine_cases","UnitedArabEmirates_cases","UnitedKingdom_cases","Uruguay_cases","US_cases","Uzbekistan_cases","Venezuela_cases","Vietnam_cases","WestBankandGaza_cases","Zambia_cases","Zimbabwe_cases","Afghanistan_deaths","Albania_deaths","Algeria_deaths","Andorra_deaths","Angola_deaths","AntiguaandBarbuda_deaths","Argentina_deaths","Armenia_deaths","Australia_deaths","Austria_deaths","Azerbaijan_deaths","Bahamas_deaths","Bahrain_deaths","Bangladesh_deaths","Barbados_deaths","Belarus_deaths","Belgium_deaths","Belize_deaths","Benin_deaths","Bhutan_deaths","Bolivia_deaths","BosniaandHerzegovina_deaths","Brazil_deaths","Brunei_deaths","Bulgaria_deaths","BurkinaFaso_deaths","Burma_deaths","Cambodia_deaths","Cameroon_deaths","Canada_deaths","CapeVerde_deaths","CentralAfricanRepublic_deaths","Chad_deaths","Chile_deaths","China_deaths","Colombia_deaths","Congo_deaths","CostaRica_deaths","CotedIvoire_deaths","Croatia_deaths","Cuba_deaths","Cyprus_deaths","Czechia_deaths","DemocraticRepublicoftheCongo_deaths","Denmark_deaths","DiamondPrincess_deaths","Djibouti_deaths","Dominica_deaths","DominicanRepublic_deaths","Ecuador_deaths","Egypt_deaths","ElSalvador_deaths","EquatorialGuinea_deaths","Eritrea_deaths","Estonia_deaths","Eswatini_deaths","Ethiopia_deaths","Fiji_deaths","Finland_deaths","France_deaths","Gabon_deaths","Gambia_deaths","Georgia_deaths","Germany_deaths","Ghana_deaths","Greece_deaths","Grenada_deaths","Guatemala_deaths","Guinea_deaths","GuineaBissau_deaths","Guyana_deaths","Haiti_deaths","HolySee_deaths","Honduras_deaths","HongKong_deaths","Hungary_deaths","Iceland_deaths","India_deaths","Indonesia_deaths","Iran_deaths","Iraq_deaths","Ireland_deaths","Israel_deaths","Italy_deaths","Jamaica_deaths","Japan_deaths","Jordan_deaths","Kazakhstan_deaths","Kenya_deaths","Kosovo_deaths","Kuwait_deaths","Kyrgyzstan_deaths","Laos_deaths","Latvia_deaths","Lebanon_deaths","Liberia_deaths","Libya_deaths","Liechtenstein_deaths","Lithuania_deaths","Luxembourg_deaths","Macao_deaths","Madagascar_deaths","Malaysia_deaths","Maldives_deaths","Mali_deaths","Malta_deaths","Mauritania_deaths","Mauritius_deaths","Mexico_deaths","Moldova_deaths","Monaco_deaths","Mongolia_deaths","Montenegro_deaths","Morocco_deaths","Mozambique_deaths","Namibia_deaths","Nepal_deaths","Netherlands_deaths","NewZealand_deaths","Nicaragua_deaths","Niger_deaths","Nigeria_deaths","NorthMacedonia_deaths","Norway_deaths","Oman_deaths","Pakistan_deaths","Panama_deaths","PapuaNewGuinea_deaths","Paraguay_deaths","Peru_deaths","Philippines_deaths","Poland_deaths","Portugal_deaths","Qatar_deaths","RepublicofKorea_deaths","Romania_deaths","Russia_deaths","Rwanda_deaths","SaintKittsandNevis_deaths","SaintLucia_deaths","SaintVincentandtheGrenadines_deaths","SanMarino_deaths","SaudiArabia_deaths","Senegal_deaths","Serbia_deaths","Seychelles_deaths","Singapore_deaths","Slovakia_deaths","Slovenia_deaths","Somalia_deaths","SouthAfrica_deaths","Spain_deaths","SriLanka_deaths","Sudan_deaths","Suriname_deaths","Sweden_deaths","Switzerland_deaths","Syria_deaths","Taiwan_deaths","Tanzania_deaths","Thailand_deaths","TimorLeste_deaths","Togo_deaths","TrinidadandTobago_deaths","Tunisia_deaths","Turkey_deaths","Uganda_deaths","Ukraine_deaths","UnitedArabEmirates_deaths","UnitedKingdom_deaths","Uruguay_deaths","US_deaths","Uzbekistan_deaths","Venezuela_deaths","Vietnam_deaths","WestBankandGaza_deaths","Zambia_deaths","Zimbabwe_deaths","update"
"25",2020-02-15,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,68347,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,1,0,0,0,0,0,0,0,1,12,0,0,0,16,0,0,0,0,0,0,0,0,0,0,56,0,0,3,0,0,0,0,0,3,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,28,0,2,0,0,0,0,0,0,0,0,0,72,0,0,0,0,2,1,0,0,1,0,0,18,0,33,0,0,0,0,0,0,0,8,9,0,13,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"26",2020-02-16,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,70446,0,0,0,0,0,0,0,0,0,0,355,0,0,0,0,1,0,0,0,0,0,0,0,1,12,0,0,0,16,0,0,0,0,0,0,0,0,0,0,57,0,0,3,0,0,0,0,0,3,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,29,0,2,0,0,0,0,0,0,0,0,0,75,0,0,0,0,2,1,0,0,1,0,0,20,0,34,0,0,0,0,0,0,0,9,9,0,13,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
"27",2020-02-17,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,72364,0,0,0,0,0,0,0,0,0,0,454,0,0,0,0,1,0,0,0,0,0,0,0,1,12,0,0,0,16,0,0,0,0,0,0,0,0,0,0,60,0,0,3,0,0,0,0,0,3,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,30,0,2,0,0,0,0,0,0,0,0,0,77,0,0,0,0,2,1,0,0,1,0,0,22,0,35,0,0,0,0,0,0,0,9,9,0,13,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
"28",2020-02-18,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,74139,0,0,0,0,0,0,0,0,0,0,542,0,0,0,0,1,0,0,0,0,0,0,0,1,12,0,0,0,16,0,0,0,0,0,0,0,0,0,0,62,0,0,3,0,0,0,0,0,3,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,31,0,2,0,0,0,0,0,0,0,0,0,81,0,0,0,0,2,1,0,0,1,0,0,22,0,35,0,0,0,0,0,0,0,9,9,0,13,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
"29",2020-02-19,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,74546,0,0,0,0,0,0,0,0,0,0,621,0,0,0,0,1,0,0,0,0,0,0,0,1,12,0,0,0,16,0,0,0,0,0,0,0,0,0,0,63,0,0,3,0,2,0,0,0,3,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,31,0,2,0,0,0,0,0,0,0,0,0,84,0,0,0,0,2,1,0,0,1,0,0,23,0,35,0,0,0,0,0,0,0,9,9,0,13,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
"30",2020-02-20,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,74999,0,0,0,0,0,0,0,0,0,0,634,0,0,0,0,1,0,0,0,0,0,0,0,1,12,0,0,0,16,0,0,0,0,0,0,0,0,0,0,68,0,0,3,0,5,0,0,0,3,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,104,0,2,0,0,0,0,0,0,0,0,0,84,0,0,0,0,2,1,0,0,1,0,0,24,0,35,0,0,0,0,0,0,0,9,9,0,13,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2236,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
"31",2020-02-21,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,75472,0,0,0,0,0,0,0,0,0,0,634,0,0,0,0,1,0,0,0,0,0,0,0,1,12,0,0,0,16,0,0,0,0,0,0,0,0,0,0,68,0,0,3,0,18,0,0,1,20,0,105,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,204,0,2,0,0,0,0,0,0,0,0,0,85,0,0,0,0,2,1,0,0,1,0,0,26,0,35,0,0,0,0,0,0,0,9,9,0,15,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2236,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
"32",2020-02-22,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,76922,0,0,0,0,0,0,0,0,0,0,634,0,0,0,0,1,0,0,0,0,0,0,0,1,12,0,0,0,16,0,0,0,0,0,0,0,0,0,0,69,0,0,3,0,28,0,0,1,62,0,122,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,433,0,2,0,0,0,0,0,0,0,0,0,85,0,0,0,0,2,1,0,0,1,0,0,26,0,35,0,0,0,0,0,0,0,13,9,0,15,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2441,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
"33",2020-02-23,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,76938,0,0,0,0,0,0,0,0,0,0,691,0,0,0,0,1,0,0,0,0,0,0,0,1,12,0,0,0,16,0,0,0,0,0,0,0,0,0,0,74,0,0,3,0,43,0,0,1,155,0,147,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,602,0,2,0,0,0,0,0,0,0,0,0,89,0,0,0,0,2,1,0,0,1,0,0,28,0,35,0,0,0,0,0,0,0,13,9,0,15,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2443,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
"34",2020-02-24,1,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,77152,0,0,0,0,0,0,0,0,0,0,691,0,0,0,0,1,0,0,0,0,0,0,0,1,12,0,0,0,16,0,0,0,0,0,0,0,0,0,0,79,0,0,3,0,61,1,0,1,229,0,159,0,0,0,0,1,0,0,0,1,0,0,0,0,0,10,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,833,0,2,0,0,0,0,0,0,0,0,0,89,0,0,0,0,2,1,0,0,1,0,0,30,0,35,0,0,0,0,0,0,0,13,13,0,51,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2593,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
"35",2020-02-25,1,0,1,0,0,0,0,0,15,2,0,0,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,77660,0,0,0,0,1,0,0,0,0,0,691,0,0,0,0,1,0,0,0,0,0,0,0,1,14,0,0,0,17,0,0,0,0,0,0,0,0,0,0,84,0,0,3,0,95,1,0,1,322,0,170,0,0,0,0,11,0,0,0,1,0,0,0,0,0,10,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,977,0,2,0,0,0,0,0,0,0,0,0,91,0,0,0,0,6,1,0,0,1,1,0,31,0,37,0,0,0,0,0,0,0,13,13,0,51,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2663,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,16,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
"36",2020-02-26,1,0,1,0,0,0,0,0,15,2,0,0,33,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,11,0,0,0,0,78065,0,0,0,0,3,0,0,0,0,0,705,0,0,0,0,1,0,0,0,0,0,0,0,2,18,0,0,1,27,0,1,0,0,0,0,0,0,0,0,91,0,0,3,0,139,5,0,2,453,0,189,0,0,0,0,26,0,0,0,2,0,0,0,0,0,10,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,4,2,0,0,0,0,3,0,0,0,1261,1,2,0,0,0,0,0,0,0,0,0,93,0,0,0,0,13,1,0,0,2,1,0,32,0,40,0,0,0,0,0,0,0,13,13,0,57,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2715,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,19,0,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
"37",2020-02-27,1,0,1,0,0,0,0,0,15,3,0,0,33,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,13,0,0,0,0,78498,0,0,0,0,3,0,0,0,0,1,705,0,0,0,0,1,0,0,0,1,0,0,0,2,38,0,0,1,46,0,3,0,0,0,0,0,0,0,0,92,0,0,3,0,245,7,0,3,655,0,214,0,0,0,0,43,0,0,0,2,0,0,0,0,0,10,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,4,2,0,0,0,0,3,0,0,0,1766,1,2,0,0,0,0,1,0,0,0,0,93,0,0,0,0,15,1,0,0,7,8,0,32,0,40,0,0,0,0,0,0,0,13,15,0,58,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2744,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,26,0,0,0,17,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
"38",2020-02-28,1,0,1,0,0,0,0,0,15,3,0,0,36,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,14,0,0,0,0,78824,0,0,0,0,5,0,0,0,0,1,705,0,0,0,0,1,0,0,0,1,0,0,0,2,57,0,0,1,48,0,4,0,0,0,0,0,0,0,0,94,0,1,3,0,388,7,0,4,888,0,228,0,0,0,0,45,0,0,0,2,0,0,0,1,0,10,0,23,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,6,4,2,0,0,0,0,3,0,0,0,2337,3,2,0,0,0,0,1,0,0,0,0,93,0,0,0,0,32,1,0,0,7,8,0,34,0,41,0,0,0,0,0,0,0,19,20,0,60,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2788,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,34,0,0,0,21,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
